index,Товар,Ссылка,Штрихкод,РодительскяГруппаТоваров,ГруппаТоваров,path,Номер полки
4063,Минтай соломка солено-сушеная,https://vkusvill.ru/upload/resize/96219/96219_250x250x70.jpg,2100100041373,Рыба. Морепродукты,Снэки из рыбы и морепродуктов,63/4063.jpg,21
4179,Кижуч соломка вяленая,https://vkusvill.ru/upload/resize/99287/99287_250x250x70.jpg,2100100129729,Рыба. Морепродукты,Снэки из рыбы и морепродуктов,79/4179.jpg,21
435,"Подстилки для животных с САП 60х40,30 шт, ЗиЗ",https://vkusvill.ru/upload/resize/236672/236672_250x250x70.jpg,4607122564500,Закажи и забери,Товары для животных (Закажи и Забери),35/435.jpg,10
436,"Подстилки для животных 60х60,60 шт., ЗиЗ",https://vkusvill.ru/upload/resize/236673/236673_250x250x70.jpg,4607122564647,Закажи и забери,Товары для животных (Закажи и Забери),36/436.jpg,10
437,"Подстилки для животных 60х40,60 шт., ЗиЗ",https://vkusvill.ru/upload/resize/236674/236674_250x250x70.jpg,4607122564463,Закажи и забери,Товары для животных (Закажи и Забери),37/437.jpg,10
438,"Подстилки для животных  с липк.слоем 60х40, ЗиЗ",https://vkusvill.ru/upload/resize/236675/236675_250x250x70.jpg,4607122564333,Закажи и забери,Товары для животных (Закажи и Забери),38/438.jpg,10
439,"Подстилки для животных 4 секц., 5 шт, ЗиЗ",https://vkusvill.ru/upload/resize/236676/236676_250x250x70.jpg,4607122567471,Закажи и забери,Товары для животных (Закажи и Забери),39/439.jpg,10
746,"Подстилки для животных  с САП 60х90,10 шт,ЗиЗ",https://vkusvill.ru/upload/resize/237242/237242_250x250x70.jpg,4607122567914,Закажи и забери,Товары для животных (Закажи и Забери),46/746.jpg,10
747,"Подстилки для животных  с САП 60х40, 14шт, ЗиЗ",https://vkusvill.ru/upload/resize/237243/237243_250x250x70.jpg,4607122567938,Закажи и забери,Товары для животных (Закажи и Забери),47/747.jpg,10
748,"Подстилки для животных 60х90, 5 шт., ЗиЗ",https://vkusvill.ru/upload/resize/237246/237246_250x250x70.jpg,4607122564005,Закажи и забери,Товары для животных (Закажи и Забери),48/748.jpg,10
1073,"Подстилки для животных 60х40,10 шт., ЗиЗ",https://vkusvill.ru/upload/resize/237883/237883_250x250x70.jpg,4607122564029,Закажи и забери,Товары для животных (Закажи и Забери),73/1073.jpg,10
445,Сок гранатовый прямой отжима Айс,https://vkusvill.ru/upload/resize/236688/236688_250x250x70.jpg,4640028190022,Айс ВкусВилл,Напитки айс,45/445.jpg,айс
1270,Смузи ежевика-черника Айс,https://vkusvill.ru/upload/resize/238306/238306_250x250x70.jpg,4603735084046,Айс ВкусВилл,Напитки айс,70/1270.jpg,айс
1271,Смузи клуб-банан-клюква Айс,https://vkusvill.ru/upload/resize/238307/238307_250x250x70.jpg,4603735084015,Айс ВкусВилл,Напитки айс,71/1271.jpg,айс
1521,Смузи киви-груша-шпинат Айс,https://vkusvill.ru/upload/resize/238836/238836_250x250x70.jpg,4603735084022,Айс ВкусВилл,Напитки айс,21/1521.jpg,айс
1522,Смузи манго-морковь Айс,https://vkusvill.ru/upload/resize/238837/238837_250x250x70.jpg,4603735084039,Айс ВкусВилл,Напитки айс,22/1522.jpg,айс
1523,Смузи манго-маракуйя Айс,https://vkusvill.ru/upload/resize/238839/238839_250x250x70.jpg,4603735084008,Айс ВкусВилл,Напитки айс,23/1523.jpg,айс
1524,Сок апельсиновый прямой отжим Айс,https://vkusvill.ru/upload/resize/238841/238841_250x250x70.jpg,4640028190046,Айс ВкусВилл,Напитки айс,24/1524.jpg,айс
1782,Сок апельсиновый прямой отжим 1л Айс,https://vkusvill.ru/upload/resize/239432/239432_250x250x70.jpg,4640028190015,Айс ВкусВилл,Напитки айс,82/1782.jpg,айс
3066,Напиток Чай Улун-Манго Айс,https://vkusvill.ru/upload/resize/242976/242976_250x250x70.jpg,4603735084138,Айс ВкусВилл,Напитки айс,66/3066.jpg,айс
3067,Напиток Лимон-Мед-Куркума Айс,https://vkusvill.ru/upload/resize/242977/242977_250x250x70.jpg,4603735084121,Айс ВкусВилл,Напитки айс,67/3067.jpg,айс
3068,Напиток Чай-Чабрец-Смородина Айс,https://vkusvill.ru/upload/resize/242978/242978_250x250x70.jpg,4603735084145,Айс ВкусВилл,Напитки айс,68/3068.jpg,айс
3085,Смузи томат-базилик Айс,https://vkusvill.ru/upload/resize/243100/243100_250x250x70.jpg,4603735084060,Айс ВкусВилл,Напитки айс,85/3085.jpg,айс
3086,Смузи вишня-банан-ваниль Айс,https://vkusvill.ru/upload/resize/243101/243101_250x250x70.jpg,4603735084053,Айс ВкусВилл,Напитки айс,86/3086.jpg,айс
3087,Напиток Апельсин-Розмарин-Корица Айс,https://vkusvill.ru/upload/resize/243102/243102_250x250x70.jpg,4603735084114,Айс ВкусВилл,Напитки айс,87/3087.jpg,айс
3211,"Лед ""Айс""",https://vkusvill.ru/upload/resize/244970/244970_250x250x70.jpg,2100100201586,Айс ВкусВилл,Напитки айс,11/3211.jpg,айс
3212,Смузи шпинат-кокосовое молоко Айс,https://vkusvill.ru/upload/resize/244972/244972_250x250x70.jpg,4603735084084,Айс ВкусВилл,Напитки айс,12/3212.jpg,айс
446,Макаронс №1 В Айс,https://vkusvill.ru/upload/resize/236689/236689_250x250x70.jpg,2100100163211,Айс ВкусВилл,Десерты айс,46/446.jpg,айс
447,Макаронс №2 ЧК Айс,https://vkusvill.ru/upload/resize/236690/236690_250x250x70.jpg,2100100163228,Айс ВкусВилл,Десерты айс,47/447.jpg,айс
455,Мороженое пломбир с вишней Айс,https://vkusvill.ru/upload/resize/236703/236703_250x250x70.jpg,4607052682756,Айс ВкусВилл,Десерты айс,55/455.jpg,айс
463,Торт-мини слоеный с миндальными лепестками Айс,https://vkusvill.ru/upload/resize/236714/236714_250x250x70.jpg,2100100138721,Айс ВкусВилл,Десерты айс,63/463.jpg,айс
464,Торт-мини слоеный с клюквой Айс,https://vkusvill.ru/upload/resize/236715/236715_250x250x70.jpg,2100100138738,Айс ВкусВилл,Десерты айс,64/464.jpg,айс
756,Макаронс №3 ЧС Айс,https://vkusvill.ru/upload/resize/237270/237270_250x250x70.jpg,2100100163235,Айс ВкусВилл,Десерты айс,56/756.jpg,айс
764,Эклер классический Айс,https://vkusvill.ru/upload/resize/237283/237283_250x250x70.jpg,2100100145750,Айс ВкусВилл,Десерты айс,64/764.jpg,айс
1091,"Пирожное ""Маракуйя"" Айс",https://vkusvill.ru/upload/resize/237924/237924_250x250x70.jpg,2100100142414,Айс ВкусВилл,Десерты айс,91/1091.jpg,айс
1092,Тарталетка песочная с черной смородиной Айс,https://vkusvill.ru/upload/resize/237925/237925_250x250x70.jpg,4630053492000,Айс ВкусВилл,Десерты айс,92/1092.jpg,айс
1275,Пирожное творожное с черникой Айс,https://vkusvill.ru/upload/resize/238312/238312_250x250x70.jpg,2100100137847,Айс ВкусВилл,Десерты айс,75/1275.jpg,айс
1277,Эклер ванильный Айс,https://vkusvill.ru/upload/resize/238314/238314_250x250x70.jpg,2100100145743,Айс ВкусВилл,Десерты айс,77/1277.jpg,айс
1278,"Пирожное ""Морковное с пеканом"" Айс",https://vkusvill.ru/upload/resize/238315/238315_250x250x70.jpg,2100100142407,Айс ВкусВилл,Десерты айс,78/1278.jpg,айс
1527,"Пирожное ""Чизкейк Нью-Йорк"" Айс",https://vkusvill.ru/upload/resize/238845/238845_250x250x70.jpg,2100100190637,Айс ВкусВилл,Десерты айс,27/1527.jpg,айс
1528,"Пирожное ""Фисташковое"" с малиной Айс",https://vkusvill.ru/upload/resize/238846/238846_250x250x70.jpg,2100100142384,Айс ВкусВилл,Десерты айс,28/1528.jpg,айс
1784,Тарталетка песочная с лимоном Айс,https://vkusvill.ru/upload/resize/239435/239435_250x250x70.jpg,4630053491980,Айс ВкусВилл,Десерты айс,84/1784.jpg,айс
1785,"Пирожное ""Тирамису"" Айс",https://vkusvill.ru/upload/resize/239436/239436_250x250x70.jpg,4630053492475,Айс ВкусВилл,Десерты айс,85/1785.jpg,айс
3070,"Мороженое пломбир ""Арахис"" Айс",https://vkusvill.ru/upload/resize/242981/242981_250x250x70.jpg,2100100175634,Айс ВкусВилл,Десерты айс,70/3070.jpg,айс
3071,"Сорбет ""Манго"" Айс",https://vkusvill.ru/upload/resize/242983/242983_250x250x70.jpg,2100100175641,Айс ВкусВилл,Десерты айс,71/3071.jpg,айс
3072,"Мороженое пломбир ""Мята с брауни"" Айс",https://vkusvill.ru/upload/resize/242985/242985_250x250x70.jpg,2100100175658,Айс ВкусВилл,Десерты айс,72/3072.jpg,айс
3089,"Мороженое пломбир ""Вишневый чизкек"" Айс",https://vkusvill.ru/upload/resize/243105/243105_250x250x70.jpg,2100100175665,Айс ВкусВилл,Десерты айс,89/3089.jpg,айс
3181,"Чизкейк ""Малиновый"" Айс",https://vkusvill.ru/upload/resize/244345/244345_250x250x70.jpg,2100100190644,Айс ВкусВилл,Десерты айс,81/3181.jpg,айс
3182,"Чизкейк ""Дуэт сливочно-шоколадный"" 100 г Айс",https://vkusvill.ru/upload/resize/244346/244346_250x250x70.jpg,2100100190651,Айс ВкусВилл,Десерты айс,82/3182.jpg,айс
3183,"Чизкейк ""Облепиховый"" 100 г Айс",https://vkusvill.ru/upload/resize/244347/244347_250x250x70.jpg,2100100190668,Айс ВкусВилл,Десерты айс,83/3183.jpg,айс
3184,"Чизкейк ""Зеленый чай Матча"" 100 г Айс",https://vkusvill.ru/upload/resize/244348/244348_250x250x70.jpg,2100100190675,Айс ВкусВилл,Десерты айс,84/3184.jpg,айс
3193,"Пирожное ""Морковка"" Айс",https://vkusvill.ru/upload/resize/244644/244644_250x250x70.jpg,2100100204099,Айс ВкусВилл,Десерты айс,93/3193.jpg,айс
3194,"Пирожное ""Свекла"" Айс",https://vkusvill.ru/upload/resize/244647/244647_250x250x70.jpg,2100100204105,Айс ВкусВилл,Десерты айс,94/3194.jpg,айс
3195,"Пирожное ""Молодая картошка"" Айс",https://vkusvill.ru/upload/resize/244650/244650_250x250x70.jpg,2100100204112,Айс ВкусВилл,Десерты айс,95/3195.jpg,айс
448,"Торт ""Сметанный"" с малиной, 550 г Айс",https://vkusvill.ru/upload/resize/236691/236691_250x250x70.jpg,2100100161811,Айс ВкусВилл,Десерты на компанию айс,48/448.jpg,айс
449,Торт шоколадный с профитролями Айс,https://vkusvill.ru/upload/resize/236692/236692_250x250x70.jpg,2100100160258,Айс ВкусВилл,Десерты на компанию айс,49/449.jpg,айс
450,"Торт ""Черный лес"" Айс",https://vkusvill.ru/upload/resize/236693/236693_250x250x70.jpg,2100100160265,Айс ВкусВилл,Десерты на компанию айс,50/450.jpg,айс
451,"Торт ""Красный бархат"" Айс",https://vkusvill.ru/upload/resize/236694/236694_250x250x70.jpg,2100100160272,Айс ВкусВилл,Десерты на компанию айс,51/451.jpg,айс
452,"Торт ""Тирамису"" Айс",https://vkusvill.ru/upload/resize/236696/236696_250x250x70.jpg,2100100160289,Айс ВкусВилл,Десерты на компанию айс,52/452.jpg,айс
459,"Торт ""Ленинградский"" Айс",https://vkusvill.ru/upload/resize/236708/236708_250x250x70.jpg,2100100145514,Айс ВкусВилл,Десерты на компанию айс,59/459.jpg,айс
460,"Торт ""Фисташковый с малиной"" Айс",https://vkusvill.ru/upload/resize/236710/236710_250x250x70.jpg,2100100142377,Айс ВкусВилл,Десерты на компанию айс,60/460.jpg,айс
461,"Торт ""Монтблан"" Айс",https://vkusvill.ru/upload/resize/236712/236712_250x250x70.jpg,2100100142421,Айс ВкусВилл,Десерты на компанию айс,61/461.jpg,айс
465,Меренговый рулет с манго-маракуйей Айс,https://vkusvill.ru/upload/resize/236716/236716_250x250x70.jpg,2100100174866,Айс ВкусВилл,Десерты на компанию айс,65/465.jpg,айс
466,Торт с арахисом Айс,https://vkusvill.ru/upload/resize/236717/236717_250x250x70.jpg,2100100156381,Айс ВкусВилл,Десерты на компанию айс,66/466.jpg,айс
467,"Торт ""Шоколадный"" Айс",https://vkusvill.ru/upload/resize/236718/236718_250x250x70.jpg,2100100166151,Айс ВкусВилл,Десерты на компанию айс,67/467.jpg,айс
468,"Торт ""Медовик"" с грецким орехом Айс",https://vkusvill.ru/upload/resize/236720/236720_250x250x70.jpg,2100100166168,Айс ВкусВилл,Десерты на компанию айс,68/468.jpg,айс
469,"Торт ""Сметанный с малиной"" Айс",https://vkusvill.ru/upload/resize/236721/236721_250x250x70.jpg,2100100159764,Айс ВкусВилл,Десерты на компанию айс,69/469.jpg,айс
470,"Торт ""Опера"" Айс",https://vkusvill.ru/upload/resize/236722/236722_250x250x70.jpg,2100100159733,Айс ВкусВилл,Десерты на компанию айс,70/470.jpg,айс
759,"Торт ""Морковный"" Айс",https://vkusvill.ru/upload/resize/237276/237276_250x250x70.jpg,2100100160296,Айс ВкусВилл,Десерты на компанию айс,59/759.jpg,айс
761,Меренговый рулет с малиной и фисташками Айс,https://vkusvill.ru/upload/resize/237280/237280_250x250x70.jpg,2100100152970,Айс ВкусВилл,Десерты на компанию айс,61/761.jpg,айс
762,Торт слоеный с клюквой Айс,https://vkusvill.ru/upload/resize/237281/237281_250x250x70.jpg,2100100150686,Айс ВкусВилл,Десерты на компанию айс,62/762.jpg,айс
766,Пирожные профитроли шоколадные Айс,https://vkusvill.ru/upload/resize/237286/237286_250x250x70.jpg,2100100156350,Айс ВкусВилл,Десерты на компанию айс,66/766.jpg,айс
767,Пирожные профитроли ванильные Айс,https://vkusvill.ru/upload/resize/237287/237287_250x250x70.jpg,2100100156367,Айс ВкусВилл,Десерты на компанию айс,67/767.jpg,айс
768,"Торт ""Фитнес"" Айс",https://vkusvill.ru/upload/resize/237289/237289_250x250x70.jpg,2100100156398,Айс ВкусВилл,Десерты на компанию айс,68/768.jpg,айс
769,"Рулет ""Шоколадный"" Айс",https://vkusvill.ru/upload/resize/237292/237292_250x250x70.jpg,2100100166199,Айс ВкусВилл,Десерты на компанию айс,69/769.jpg,айс
770,"Рулет ""Лимонный"" Айс",https://vkusvill.ru/upload/resize/237294/237294_250x250x70.jpg,2100100166205,Айс ВкусВилл,Десерты на компанию айс,70/770.jpg,айс
1090,"Торт ""Чизкейк Нью-Йорк"" Айс",https://vkusvill.ru/upload/resize/237922/237922_250x250x70.jpg,2100100157999,Айс ВкусВилл,Десерты на компанию айс,90/1090.jpg,айс
1093,Рулет с вареной сгущенкой Айс,https://vkusvill.ru/upload/resize/237927/237927_250x250x70.jpg,2100100166182,Айс ВкусВилл,Десерты на компанию айс,93/1093.jpg,айс
1279,"Торт ""Чизкейк Нью-Йорк"", 1.4 кг Айс",https://vkusvill.ru/upload/resize/238317/238317_250x250x70.jpg,2100100158002,Айс ВкусВилл,Десерты на компанию айс,79/1279.jpg,айс
1529,"Торт ""Пралине Роял"" Айс",https://vkusvill.ru/upload/resize/238847/238847_250x250x70.jpg,2100100142438,Айс ВкусВилл,Десерты на компанию айс,29/1529.jpg,айс
1783,"Торт ""Чизкейк Кокос-Миндаль"" Айс",https://vkusvill.ru/upload/resize/239434/239434_250x250x70.jpg,2100100137878,Айс ВкусВилл,Десерты на компанию айс,83/1783.jpg,айс
1786,Торт слоеный с шоколадом Айс,https://vkusvill.ru/upload/resize/239437/239437_250x250x70.jpg,2100100139100,Айс ВкусВилл,Десерты на компанию айс,86/1786.jpg,айс
2046,Торт суфле в шоколаде Айс,https://vkusvill.ru/upload/resize/240039/240039_250x250x70.jpg,2100100145507,Айс ВкусВилл,Десерты на компанию айс,46/2046.jpg,айс
2187,Торт слоеный с миндальными лепесткам Айс,https://vkusvill.ru/upload/resize/240371/240371_250x250x70.jpg,2100100150693,Айс ВкусВилл,Десерты на компанию айс,87/2187.jpg,айс
2803,Торт творожный с черникой Айс,https://vkusvill.ru/upload/resize/241861/241861_250x250x70.jpg,2100100137854,Айс ВкусВилл,Десерты на компанию айс,03/2803.jpg,айс
2935,"Торт ""Чизкейк с вишней и шоколадом"" Айс",https://vkusvill.ru/upload/resize/242169/242169_250x250x70.jpg,2100100134174,Айс ВкусВилл,Десерты на компанию айс,35/2935.jpg,айс
3039,"Торт ""Чизкейк Ассорти"" Айс",https://vkusvill.ru/upload/resize/242648/242648_250x250x70.jpg,2100100201135,Айс ВкусВилл,Десерты на компанию айс,39/3039.jpg,айс
3088,"Торт ""Наполеон"" Айс",https://vkusvill.ru/upload/resize/243103/243103_250x250x70.jpg,2100100197285,Айс ВкусВилл,Десерты на компанию айс,88/3088.jpg,айс
453,Пирог с сыром и грибами Айс,https://vkusvill.ru/upload/resize/236701/236701_250x250x70.jpg,2100100155964,Айс ВкусВилл,Пироги айс,53/453.jpg,айс
456,Панье с маком Айс,https://vkusvill.ru/upload/resize/236705/236705_250x250x70.jpg,2100100151423,Айс ВкусВилл,Пироги айс,56/456.jpg,айс
457,Панье с черникой Айс,https://vkusvill.ru/upload/resize/236706/236706_250x250x70.jpg,2100100151447,Айс ВкусВилл,Пироги айс,57/457.jpg,айс
458,Панье с курицей Айс,https://vkusvill.ru/upload/resize/236707/236707_250x250x70.jpg,2100100151461,Айс ВкусВилл,Пироги айс,58/458.jpg,айс
462,Пирог с мясом Айс,https://vkusvill.ru/upload/resize/236713/236713_250x250x70.jpg,4630053492048,Айс ВкусВилл,Пироги айс,62/462.jpg,айс
757,Пирог осетинский с картофелем Айс,https://vkusvill.ru/upload/resize/237271/237271_250x250x70.jpg,2100100161880,Айс ВкусВилл,Пироги айс,57/757.jpg,айс
758,Пирог осетинский с сыром Айс,https://vkusvill.ru/upload/resize/237272/237272_250x250x70.jpg,2100100161897,Айс ВкусВилл,Пироги айс,58/758.jpg,айс
763,Панье с сыром Айс,https://vkusvill.ru/upload/resize/237282/237282_250x250x70.jpg,2100100151454,Айс ВкусВилл,Пироги айс,63/763.jpg,айс
765,Пирог с яблоком и корицей Айс,https://vkusvill.ru/upload/resize/237285/237285_250x250x70.jpg,4630053492017,Айс ВкусВилл,Пироги айс,65/765.jpg,айс
1276,Пирог с курицей Айс,https://vkusvill.ru/upload/resize/238313/238313_250x250x70.jpg,2100100156008,Айс ВкусВилл,Пироги айс,76/1276.jpg,айс
1530,Пирог Ягодный микс Айс,https://vkusvill.ru/upload/resize/238848/238848_250x250x70.jpg,4630053492024,Айс ВкусВилл,Пироги айс,30/1530.jpg,айс
2936,Пирог с капустой Айс,https://vkusvill.ru/upload/resize/242171/242171_250x250x70.jpg,4630053492031,Айс ВкусВилл,Пироги айс,36/2936.jpg,айс
3069,Пирог осетинский с ботвой Айс,https://vkusvill.ru/upload/resize/242979/242979_250x250x70.jpg,2100100201692,Айс ВкусВилл,Пироги айс,69/3069.jpg,айс
3131,Пирог с треской и шпинатом Айс,https://vkusvill.ru/upload/resize/243831/243831_250x250x70.jpg,2100100174828,Айс ВкусВилл,Пироги айс,31/3131.jpg,айс
3132,Пирог с семгой и шпинатом Айс,https://vkusvill.ru/upload/resize/243832/243832_250x250x70.jpg,2100100174835,Айс ВкусВилл,Пироги айс,32/3132.jpg,айс
3213,Пирог осетинский с мясом Айс,https://vkusvill.ru/upload/resize/244973/244973_250x250x70.jpg,2100100201647,Айс ВкусВилл,Пироги айс,13/3213.jpg,айс
475,Круассан миндальный,https://vkusvill.ru/upload/resize/249251/249251_530x300x85_c.jpg,2100100212407,Хлеб,Сдоба,75/475.jpg,17
476,Гребешок с корицей,https://vkusvill.ru/upload/resize/249281/249281_530x300x85_c.jpg,2100100137335,Хлеб,Сдоба,76/476.jpg,17
774,"Слойка ""Свердловская""",https://vkusvill.ru/upload/resize/249294/249294_530x300x85_c.jpg,2100100199890,Хлеб,Сдоба,74/774.jpg,17
1977,Улитка с изюмом,https://vkusvill.ru/upload/resize/239874/239874_250x250x70.jpg,2100100199401,Хлеб,Сдоба,77/1977.jpg,17
2495,Круассан сырный,https://vkusvill.ru/upload/resize/241103/241103_250x250x70.jpg,2100100074203,Хлеб,Сдоба,95/2495.jpg,17
2496,Круассан на масле,https://vkusvill.ru/upload/resize/241105/241105_250x250x70.jpg,2100100136680,Хлеб,Сдоба,96/2496.jpg,17
2777,Круассан с малиной,https://vkusvill.ru/upload/resize/241777/241777_250x250x70.jpg,2100100143664,Хлеб,Сдоба,77/2777.jpg,17
3023,"Булочка ""Ромашка семейная"" с маком",https://vkusvill.ru/upload/resize/242334/242334_250x250x70.jpg,2100100157777,Хлеб,Сдоба,23/3023.jpg,17
4074,Булочка с кардамоном,https://vkusvill.ru/upload/resize/96267/96267_250x250x70.jpg,2100100130350,Хлеб,Сдоба,74/4074.jpg,17
482,Долма из мяса индейки,https://vkusvill.ru/upload/resize/236740/236740_250x250x70.jpg,2100100146658,Замороженные продукты,П/ф мясные замороженные,82/482.jpg,13
485,"Наггетсы куриные ""Классические""",https://vkusvill.ru/upload/resize/236745/236745_250x250x70.jpg,2100100155605,Замороженные продукты,П/ф мясные замороженные,85/485.jpg,13
486,Наггетсы куриные в цельнозерновой панировке,https://vkusvill.ru/upload/resize/236747/236747_250x250x70.jpg,2100100157210,Замороженные продукты,П/ф мясные замороженные,86/486.jpg,13
487,Чуду с курицей и грибами,https://vkusvill.ru/upload/resize/236748/236748_250x250x70.jpg,2100100157982,Замороженные продукты,П/ф мясные замороженные,87/487.jpg,13
488,Митболлы куриные с сыром моцарелла зам.,https://vkusvill.ru/upload/resize/236749/236749_250x250x70.jpg,2100100158217,Замороженные продукты,П/ф мясные замороженные,88/488.jpg,13
676,"Фрикадельки из говядины и курицы, зам.",https://vkusvill.ru/upload/resize/237132/237132_250x250x70.jpg,2100100189969,Замороженные продукты,П/ф мясные замороженные,76/676.jpg,13
677,"Котлеты ""Пожарские"", замороженные",https://vkusvill.ru/upload/resize/237134/237134_250x250x70.jpg,2100100165277,Замороженные продукты,П/ф мясные замороженные,77/677.jpg,13
778,"Котлетки куриные с бататом, замороженные",https://vkusvill.ru/upload/resize/237315/237315_250x250x70.jpg,2100100171674,Замороженные продукты,П/ф мясные замороженные,78/778.jpg,13
1502,Котлеты из куриного филе с шамп. и вял. томатами,https://vkusvill.ru/upload/resize/238811/238811_250x250x70.jpg,2100100130213,Замороженные продукты,П/ф мясные замороженные,02/1502.jpg,13
1503,"Мясной полуфабрикат ""Ежики"", замороженные",https://vkusvill.ru/upload/resize/238812/238812_250x250x70.jpg,2100100087104,Замороженные продукты,П/ф мясные замороженные,03/1503.jpg,13
1771,"Котлеты ""Калмыцкие""",https://vkusvill.ru/upload/resize/239417/239417_250x250x70.jpg,2100100150754,Замороженные продукты,П/ф мясные замороженные,71/1771.jpg,13
1772,Чуду с мясом,https://vkusvill.ru/upload/resize/239419/239419_250x250x70.jpg,2100100130428,Замороженные продукты,П/ф мясные замороженные,72/1772.jpg,13
2033,"Кордон-блю с ветчиной и сыром, замороженный",https://vkusvill.ru/upload/resize/240022/240022_250x250x70.jpg,2100100102203,Замороженные продукты,П/ф мясные замороженные,33/2033.jpg,13
2034,"Ромштекс ""Домашний"" с чесноком",https://vkusvill.ru/upload/resize/240023/240023_250x250x70.jpg,2100100149659,Замороженные продукты,П/ф мясные замороженные,34/2034.jpg,13
2035,"Котлеты по-киевски, 450 г",https://vkusvill.ru/upload/resize/240024/240024_250x250x70.jpg,2100100171681,Замороженные продукты,П/ф мясные замороженные,35/2035.jpg,13
2036,Чебуреки с мясом замороженные,https://vkusvill.ru/upload/resize/240028/240028_250x250x70.jpg,2100100090739,Замороженные продукты,П/ф мясные замороженные,36/2036.jpg,13
2184,"Котлеты из индейки с овощами, замороженные",https://vkusvill.ru/upload/resize/240360/240360_250x250x70.jpg,2100100101763,Замороженные продукты,П/ф мясные замороженные,84/2184.jpg,13
2354,"Ежики из индейки с пажитником, замороженные",https://vkusvill.ru/upload/resize/240796/240796_250x250x70.jpg,2100100174286,Замороженные продукты,П/ф мясные замороженные,54/2354.jpg,13
2355,"Котлеты из индейки с сыром и шпинатом, зам.",https://vkusvill.ru/upload/resize/240797/240797_250x250x70.jpg,2100100101770,Замороженные продукты,П/ф мясные замороженные,55/2355.jpg,13
2664,"Ромштекс ""Сочный"" классический",https://vkusvill.ru/upload/resize/241488/241488_250x250x70.jpg,2100100045005,Замороженные продукты,П/ф мясные замороженные,64/2664.jpg,13
2665,"Фрикадельки из индейки, замороженные",https://vkusvill.ru/upload/resize/241489/241489_250x250x70.jpg,2100100102579,Замороженные продукты,П/ф мясные замороженные,65/2665.jpg,13
2800,"Котлеты ""Аппетитные"" свинина/говядина, зам.",https://vkusvill.ru/upload/resize/241853/241853_250x250x70.jpg,2100100106508,Замороженные продукты,П/ф мясные замороженные,00/2800.jpg,13
2801,"Чуду с тыквой, грецким орехом и зеленью",https://vkusvill.ru/upload/resize/241854/241854_250x250x70.jpg,2100100130220,Замороженные продукты,П/ф мясные замороженные,01/2801.jpg,13
2933,"Ромштекс ""Аппетитный"" с зеленью",https://vkusvill.ru/upload/resize/242158/242158_250x250x70.jpg,2100100078683,Замороженные продукты,П/ф мясные замороженные,33/2933.jpg,13
3278,"Оладьи печеночные, 450 г",https://vkusvill.ru/upload/resize/245495/245495_250x250x70.jpg,2100100200121,Замороженные продукты,П/ф мясные замороженные,78/3278.jpg,13
3945,"Котлеты куриные, замороженные",https://vkusvill.ru/upload/resize/95485/95485_250x250x70.jpg,2100100106225,Замороженные продукты,П/ф мясные замороженные,45/3945.jpg,13
490,Уха сливочная с лососем Айс,https://vkusvill.ru/upload/resize/236752/236752_250x250x70.jpg,2100100139933,Айс ВкусВилл,Супы айс,90/490.jpg,айс
491,"Уха с лососем, горб. и атл.треской Айс",https://vkusvill.ru/upload/resize/236753/236753_250x250x70.jpg,2100100139957,Айс ВкусВилл,Супы айс,91/491.jpg,айс
493,Борщ с курицей Айс,https://vkusvill.ru/upload/resize/236755/236755_250x250x70.jpg,2100100138066,Айс ВкусВилл,Супы айс,93/493.jpg,айс
494,"Суп ""Фо Га"" Айс",https://vkusvill.ru/upload/resize/236757/236757_250x250x70.jpg,2100100166243,Айс ВкусВилл,Супы айс,94/494.jpg,айс
789,Крем-суп рыбный Айс,https://vkusvill.ru/upload/resize/237331/237331_250x250x70.jpg,2100100147945,Айс ВкусВилл,Супы айс,89/789.jpg,айс
791,Крем-суп сливочный лосось-шпинат Айс,https://vkusvill.ru/upload/resize/237333/237333_250x250x70.jpg,2100100139940,Айс ВкусВилл,Супы айс,91/791.jpg,айс
793,Борщ с черносливом Айс,https://vkusvill.ru/upload/resize/237335/237335_250x250x70.jpg,4630053492581,Айс ВкусВилл,Супы айс,93/793.jpg,айс
794,Суп-пюре с грибами 200 г Айс,https://vkusvill.ru/upload/resize/237336/237336_250x250x70.jpg,2100100138011,Айс ВкусВилл,Супы айс,94/794.jpg,айс
796,Крем-суп из шпината Айс,https://vkusvill.ru/upload/resize/237338/237338_250x250x70.jpg,2100100156329,Айс ВкусВилл,Супы айс,96/796.jpg,айс
1114,Суп томатный с сельдереем Айс,https://vkusvill.ru/upload/resize/237974/237974_250x250x70.jpg,2100100138035,Айс ВкусВилл,Супы айс,14/1114.jpg,айс
1116,Суп гороховый с копченостями Айс,https://vkusvill.ru/upload/resize/237976/237976_250x250x70.jpg,2100100138080,Айс ВкусВилл,Супы айс,16/1116.jpg,айс
1117,Борщ вегетарианский Айс,https://vkusvill.ru/upload/resize/237977/237977_250x250x70.jpg,2100100138097,Айс ВкусВилл,Супы айс,17/1117.jpg,айс
1120,Крем-суп из цветной капусты Айс,https://vkusvill.ru/upload/resize/237980/237980_250x250x70.jpg,2100100156343,Айс ВкусВилл,Супы айс,20/1120.jpg,айс
1525,Бульон куриный Айс,https://vkusvill.ru/upload/resize/238842/238842_250x250x70.jpg,4630053492406,Айс ВкусВилл,Супы айс,25/1525.jpg,айс
